Title,Summary,Time
Ο δρόμος έφερε χαμόγελα," Τα χαμόγελα επέστρεψαν στον ΣΥΡΙΖΑ-Π.Σ., αλλά ο αγώνας συνεχίζεται. Με αφορμή το εργασιακό νομοσχέδιο της κυβέρνησης το κόμμα της αξιωματικής αντιπολίτευσης επέστρεψε για πρώτη φορά τόσο μαζικά και έπειτα από...","08.05.2021, 16:31"
Φτηνότερες και περισσότερες υπερωρίες!," Πέρα από την κατάλυση του 8ώρου, το δώρο της κυβέρνησης προς τις μεγάλες επιχειρήσεις είναι η δραστική μείωση του κόστους των υπερωριών.","08.05.2021, 14:05"
«Θα εφαρμόσουμε το πιστοποιητικό από την 1η Ιουνίου»," Η Σοφία Ζαχαράκη μιλά στην «Εφ.Συν.» για το επικείμενο άνοιγμα του τουρισμού στις 15 Μαΐου, το ευρωπαϊκό πιστοποιητικό, το λοκντάουν στην Κάλυμνο και το ζήτημα της παραβίασης των εργασιακών δικαιωμάτων στον...","08.05.2021, 12:26"
Επιστρεπτέα προκαταβολή: Ερχεται η ώρα της επιστροφής, Ανεξάρτητες αρχές: Σαφάρι χειραγώγησης από την κυβέρνηση / Συνέντευξη Δημοσθένη Κούρτοβικ / Χάιρο Μπουσταμάντε / Τα υγειονομικά σύνορα της Γηραιάς Ηπείρου/ ΑΚΡΟΠΟΛΗ: Τουριστικό προϊόν ή μνημείο παγκόσμιας...,"08.05.2021, 08:06"
Δύναμη εργαζομένων βαφτίζει ο Μητσοτάκης τις εργασιακές σχέσεις - λάστιχο," Για δήθεν «δύναμη» στον εργαζόμενο μίλησε ο Κυριάκος Μητσοτάκης, στον απόηχο της μεγάλης απεργιακής κινητοποίησης για το νομοσχέδιο του Κ. Χατζηδάκη, προσερχόμενος στη Σύνοδο του Πόρτο.","07.05.2021, 20:58"
Φουντώνει ο «πόλεμος» για το νομοσχέδιο Χατζηδάκη , Κορυφώνεται η κόντρα της κυβέρνησης με την αξιωματική αντιπολίτευση με αφορμή τις προθέσεις του Μαξίμου να αλλάξει τον εργασιακό χάρτη.,"07.05.2021, 13:12"
Τολμηρή κίνηση του πρόεδρου των ΗΠΑ: να απελευθερωθούν προσωρινά οι πατέντες των εμβολίων, Ο Μπάιντεν εκθέτει την Ευρώπη/ «Οχι» στον εργασιακό μεσαίωνα/ ΘΕΑΤΡΙΚΗ ΑΓΩΓΗ: Για μια θέση στον ήλιο των διορισμών/ ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ: Κρυφτούλι νομιμοφάνειας για την παράδοσή τους στον όμιλο Λάτση/ Στη...,"07.05.2021, 07:35"
Στην κορυφή του μαζικού μπλοκ του ΣΥΡΙΖΑ ο Αλ. Τσίπρας, Στη μάχη για την υπεράσπιση του δικαιώματος των εργαζομένων και της λαϊκής πλειοψηφίας αναφέρθηκε ο Αλέξης Τσίπρας στην χθεσινή απεργία που πραγματοποιήθηκε στο Σύνταγμα.,"07.05.2021, 06:00"
Το ΥΠΑΙΘ εξαγγέλλει 5.250 μόνιμους διορισμούς και μεθοδεύει περικοπές και άρση της μονιμότητας, Η χρόνια αδιοριστία έχει τέτοια έκταση και ένταση στην Πρωτοβάθμια και Δευτεροβάθμια Εκπαίδευση που φέτος το ΥΠΑΙΘ αναγκάστηκε να προσλάβει πάνω από 44.000 αναπληρωτές εκπαιδευτικούς.,"06.05.2021, 16:36"
Ενα αλλιώτικο… λουκέτο, Και αυτή η μικρή ιστορία είναι μια παρότρυνση για στήριξη των επιχειρήσεων της γειτονιάς μας και ένα σήμα κινδύνου για όσα μας επιφυλάσσει το νέο εργασιακό νομοσχέδιο. Καληνύχτα και καλή τύχη!,"06.05.2021, 16:00"
Εργασιακό νομοσχέδιο και επισφαλώς εργαζόμενοι," Το νομοσχέδιο που έχει προαναγγελθεί από το υπουργείο Εργασίας, έρχεται να επιδεινώσει μια ήδη δύσκολη κατάσταση για τους εργαζόμενους και τις εργαζόμενες σε επισφαλείς θέσεις εργασίας.","06.05.2021, 16:00"
"Τι απαντά το ΜέΡΑ 25 στον Χατζηδάκη για 8ωρο, απολύσεις και ελέγχους επιχειρήσεων"," Εφ' όλης της ύλης επίθεση για τα εργασιακά εξαπολύει το ΜέΡΑ25 στην κυβέρνηση και τον υπουργό Εργασίας, αναδεικνύοντας αντιφάσεις, ψέμματα και παραπλανητικές δηλώσεις του.","06.05.2021, 11:56"
Όλοι στους δρόμους για το 8ωρο, Μαζική ήταν συμμετοχή στην κινητοποίηση κατά του νομοσχεδίου Χατζηδάκη. Χιλιάδες κόσμου σε πορεία έφτασαν στην πλατεία Συντάγματος.,"06.05.2021, 11:08"
Ο ΣΥΡΙΖΑ στη μάχη της απεργίας," Μεγάλη καμπάνια ενημέρωσης για τη σημερινή συγκέντρωση στην Κλαυθμώνος, όπου αναμένεται να βρεθούν ο Αλ. Τσίπρας και πολλά πρωτοκλασάτα στελέχη του κόμματος.","06.05.2021, 10:24"
24ωρη απεργία και κινητοποιήσεις ενάντια στην κατάργηση του 8ώρου," Απεργία για την ΑΔΕΔΥ και τα Εργατικά Κέντρα της χώρας, για την Εργατική Πρωτομαγιά. Μεγάλες και δυναμικές κινητοποιήσεις σε όλη τη χώρα.","06.05.2021, 08:35"
ΓΣΕΕ για Marfin," Αλλά σωστότερα θα ήταν εάν θυμόταν και την παντελή έλλειψη μέτρων ασφάλειας της εργασίας, την απουσία πυρασφάλειας, το γυμνό και απροστάτευτο εργασιακό περιβάλλον.","06.05.2021, 08:15"
Στους δρόμους για την προάσπιση του 8ωρου," Σε δυναμικές κινητοποιήσεις έχουν καλέσει η ΑΔΕΔΥ, το Εργατικό Κέντρο Αθήνας και το ΠΑΜΕ • «Mητέρα των μαχών» για τον ΣΥΡΙΖΑ το ν/σ Χατζηδάκη","05.05.2021, 22:31"
Εξαπατήσεις και μαγειρέματα με τους διορισμούς εκπαιδευτικών, Πόσο ακόμη μπορεί να αντέξει το εκπαιδευτικό μας σύστημα όταν ήδη το 26% του συνόλου των εκπαιδευτικών που υπηρετούν στην Εκπαίδευση της χώρας είναι αναπληρωτές;,"05.05.2021, 15:02"
Το αίτημα για το 8ωρο γίνεται ξανά επίκαιρο , Επί ποδός βρίσκεται ο ΣΥΡΙΖΑ ενόψει της πανελλαδικής απεργίας της Πέμπτης με βασικό αίτημα την απόσυρση του εργασιακού νομοσχεδίου της κυβέρνησης.,"05.05.2021, 14:31"
Η απεργία της Πέμπτης το μεγάλο στοίχημα του ΣΥΡΙΖΑ-Π.Σ.," Η επιτυχία της πανελλαδικής απεργίας της Πέμπτης, με βασικό αίτημα την απόσυρση του εργασιακού νομοσχεδίου της κυβέρνησης, αποτελεί το μεγάλο στοίχημα του ΣΥΡΙΖΑ-Π.Σ. και του ίδιου του Αλέξη Τσίπρα για το...","05.05.2021, 12:06"
Η Πρωτοβουλία δικηγόρων και νομικών για τα δημοκρατικά δικαιώματα συμμετέχει στην απεργία της 6/5, Με αιχμηρή κριτική στην κυβέρνηση συνοδεύουν δικηγόροι και νομικοί το κάλεσμά τους για συμμετοχή στις αυριανές απεργιακές κινητοποιήσεις.,"05.05.2021, 11:44"
«Η κυβέρνηση είναι ο καλύτερος φίλος της εργοδοτικής ανομίας»," «Το νέο εργασιακό νομοσχέδιο της κυβέρνησης θα φέρει μείωση μισθών και νέο κύμα εξόδου του επιστημονικού δυναμικού της χώρας» τονίζει στη συνέντευξη που έδωσε στην «Εφ.Συν.» ο εκπρόσωπος Τύπου του ΣΥΡΙΖΑ-Π.Σ.,...","05.05.2021, 10:36"
Εργατική Πρωτομαγιά σε δύο δόσεις," Συνέχεια των απεργιακών κινητοποιήσεων αύριο, Πέμπτη 6 Μαΐου, με την ΑΔΕΔΥ, το Εργατικό Κέντρο Αθήνας και το ΠΑΜΕ να καλούν σε συγκεντρώσεις.","05.05.2021, 07:00"
Η efsyn.gr συμμετέχει στην απεργία της ΕΣΗΕΑ, Η efsyn.gr δεν θα μεταδίδει ειδήσεις από τις 6 πμ. της Τρίτης έως τις 6 πμ. της Τετάρτης • Ποιοι άλλοι κλάδοι απεργούν την Τρίτη και την Πέμπτη.,"04.05.2021, 05:55"
Ρεκόρ κενών εκπαιδευτικών λόγω αυξημένων παραιτήσεων, Ο πληθυσμός των μονίμων εκπαιδευτικών αναμένεται να ελαττωθεί κατά 8.000 περίπου: πρόκειται για τη μεγαλύτερη έξοδο των τελευταίων 10 χρόνων.,"02.05.2021, 21:21"
Η ΛΟΑΤΚΙ+ του ΣΥΡΙΖΑ καλεί στην πανελλαδική διαμαρτυρία της 6ης Μάη," Μεταξύ άλλων τονίζει ότι το δικαίωμα στην 8ωρη εργασία είναι αναφαίρετο και αυτονόητο δικαίωμα, όπως είναι το δικαίωμα στην ασφαλιστική κάλυψη και το δικαίωμα στην ισότητα στους χώρους εργασίας.","01.05.2021, 16:12"
Τώρα «η νεολαία δείχνει τον δρόμο» για τον Κ. Μητσοτάκη," Ξεχνώντας τις προηγούμενες επικοινωνιακές προσπάθειες να επιρρίψει ευθύνες στους νέους και στις πλατείες και μετά το ημερήσιο ρεκόρ εμβολιασμών, ο πρωθυπουργός δήλωσε ότι η νεολαία είναι αυτή που δείχνει τον...","30.04.2021, 16:32"
Απεργοσπαστική πρακτική καταγγέλλουν εργαζόμενοι του ΕΜΣΤ," Το ΔΣ του Σωματείου Εργαζομένων του Εθνικού Μουσείου Σύγχρονης Τέχνης «καταγγέλλει την απεργοσπαστική πρακτική της πλειοψηφίας του Διοικητικού Συμβουλίου του ΕΜΣΤ που επιμένει στην εξαγγελία, για...","29.04.2021, 08:21"
Η Pfizer Hellas στην κορυφή των εταιρειών με το καλύτερο εργασιακό περιβάλλον στην Ελλάδα," Εταιρεία με το καλύτερο εργασιακό περιβάλλον στην Ελλάδα, αναδείχθηκε η Pfizer Hellas, στο πλαίσιο της ετήσιας έρευνας του Great Place to Work...","28.04.2021, 14:00"
Κατά της καταστρατήγησης των εργασιακών δικαιωμάτων το Μετρό την Πρωτομαγιά," Στάση εργασίας, από την έναρξη της βάρδιας μέχρι τις εννέα το πρωί και από τις εννέα το βράδυ μέχρι τη λήξη του ωραρίου, έχει προκηρύξει για τις 4 Μαΐου το Σωματείο Εργαζομένων Λειτουργίας Μετρό Αθηνών (ΣΕΛΜΑ).","28.04.2021, 13:11"
Κάλεσμα αγώνα για τα εργασιακά," Η μάχη για τα εργασιακά έχει χαρακτηριστεί από τον ΣΥΡΙΖΑ «μάχη των μαχών» με την κυβέρνηση Μητσοτάκη. Ο Αλέξης Τσίπρας απηύθυνε ανοιχτό κάλεσμα στους εργαζόμενους όλης της χώρας, να ενώσουν δυνάμεις για την...","28.04.2021, 06:00"
Σημαντικές διακρίσεις για την Coca-Cola Τρία Έψιλον, Η Coca‑Cola Τρία Έψιλον είναι ένας από τους σημαντικότερους εργοδότες της χώρας και οι διακρίσεις αυτές αποτελούν αναγνώριση της σημασίας που δίνει η...,"27.04.2021, 15:00"
BAT Hellas: Στα κορυφαία εργασιακά περιβάλλοντα της χώρας," Σημαντική διάκριση για την British American Tobacco Hellas η επιλογή της στη λίστα με τα κορυφαία εργασιακά περιβάλλοντα της χώρας, στον καταξιωμένο...","27.04.2021, 14:30"
"Περικλής: ο αγαπητικός της ζωής, της παρέας, των ανθρώπων", Η παρέα έμεινε απ’ την αγάπη του φύλακα άγγελου ανθρωποφύλακα των ανθρώπων.,"26.04.2021, 16:00"
Ο ΣΥΡΙΖΑ επιστρέφει στον δρόμο," Η Εβδομάδα των Παθών ξεκίνησε χθες, στον ΣΥΡΙΖΑ-Π.Σ., ωστόσο, σκέφτονται ότι Ανάσταση για τους εργαζόμενους δεν πρόκειται να υπάρξει κι έχουν στο μυαλό τους την απεργιακή κινητοποίηση της επόμενης εβδομάδας με...","26.04.2021, 06:00"
Εργασιακό ν/σ και διαχείριση πανδημίας στο στόχαστρο του ΣΥΡΙΖΑ," Ο ΣΥΡΙΖΑ-ΠΣ κλιμακώνει τα πυρά κατά της κυβέρνησης, επικεντρώνοντας την κριτική του σε δύο κύριους άξονες: τη διαχείριση της πανδημίας και το εργασιακό νομοσχέδιο που προωθεί το Μαξίμου. ","25.04.2021, 22:50"
Υπάρχουν συγκεκριμένοι λόγοι για τα 12 θανατηφόρα εργατικά σε ηλεκτρολόγους," Ο τραγικός θάνατος των τριών ηλεκτρολόγων και ο τραυματισμός ενός ακόμη στο Γυμνό της Ερέτριας την 1η Απριλίου, ούτε κεραυνός εν αιθρία ήταν ούτε μια τραγική εξαίρεση για τον επαγγελματικό κλάδο των...","25.04.2021, 10:44"
Η ακτινογραφία ενός διαρκούς εγκλήματος, Που οφείλεται η αύξηση των εργατικών ατυχημάτων τους τελευταίους μήνες. Καταπέλτης η έκθεση του εθνικού εμπειρογνώμονα στους ευρωπαϊκούς θεσμούς,"25.04.2021, 10:30"
Υπηρεσιακές μεταβολές εκπαιδευτικών: «Εξυπηρετήσεις» και τεχνητή μείωση αναγκών;," Εκπαιδευτικοί φορείς και συλλογικότητες καταγγέλλουν ότι εν κρυπτώ και με αδιαφανείς διαδικασίες, Διευθύνσεις Εκπαίδευσης προσδιόρισαν τα οργανικά κενά για όλες τις τοποθετήσεις.","24.04.2021, 21:15"
Μετά το Πάσχα έχει δουλειά πολλή!, Βαριά είναι η πολιτική ατζέντα από τις αρχές Μαΐου για τον ΣΥΡΙΖΑ με κορυφαία προτεραιότητα το νομοσχέδιο για τα εργασιακά και πρώτο σημαντικό ορόσημο την απεργία στις 6 του μήνα.,"24.04.2021, 11:07"
Δέσμευση ΣΥΡΙΖΑ για κατάργηση των αντεργατικών διατάξεων της Ν.Δ.," Σκληρή κριτική στην κυβέρνηση για την προωθούμενη καταπάτηση των εργασιακών δικαιωμάτων ασκεί ο ΣΥΡΙΖΑ-ΠΣ, ενώ δεσμεύεται για την κατάργησή τους όταν επιστρέψει στα κυβερνητικά έδρανα.","23.04.2021, 16:51"
ΠΕΦ: Ενισχύει την απασχόληση συμβάλλοντας στην επανένταξη συνανθρώπων μας στην αγορά εργασίας, Η Πανελλήνια Ένωση Φαρμακοβιομηχανίας (ΠΕΦ) και η Action Aid Hellas ολοκλήρωσαν τον πρώτο κύκλο μιας πολυδιάστατης συνεργασίας. Ο πρώτος κύκλος αυτής...,"22.04.2021, 12:10"
ΚΚΕ (μ-λ): Τηλεοπτικό μήνυμα Μητσοτάκη: 5λεπτο κήρυγμα αναισθησίας και θράσους," Αιχμηρή κριτική ασκεί το ΚΚΕ (μ-λ) στην κυβέρνηση και τον πρωθυπουργό προσωπικά, με αφορμή το χθεσινό του διάγγελμα, κάνοντας λόγο για εκβιασμό του λαού.","22.04.2021, 10:42"
"Στους δρόμους υγειονομικοί, εμποροϋπάλληλοι, ΕΦΚΑ, ΟΠΕΚΑ και δάσκαλοι"," Ένταξη στα ΒΑΕ, μονιμοποίηση εκτάκτων και ενίσχυση του ΕΣΥ μεταξύ των αιτημάτων της ΠΟΕΔΗΝ, μέτρα προστασίας με τεστ και εμβόλια στους χώρους εργασίας και στα ΜΜΜ ζητούν οι εμποροϋπάλληλοι.","22.04.2021, 10:24"
«Κήρυξαν πόλεμο στους εργαζόμενους», Σε πολεμικούς τόνους θα κινηθεί ο ΣΥΡΙΖΑ εν όψει κατάθεσης από την κυβέρνηση του νομοσχεδίου για τα εργασιακά ● Τσίπρας στο Πολιτικό Συμβούλιο: «Ξεπληρώνουν γραμμάτιο στον ΣΕΒ και τα μεγάλα συμφέροντα. Θα μας...,"22.04.2021, 09:15"
Τσίπρας: Φανερώνεται ποιος εξυπηρετεί τα μεγάλα συμφέροντα," Σκληρό ροκ από τον πρόεδρο του ΣΥΡΙΖΑ κατά του πρωθυπουργού με αφορμή το εργασιακό νομοσχέδιο, με κατηγορίες κατά του Κ. Μητσοτάκη ότι ξεπληρώνει «γραμμάτιο» προς τον ΣΕΒ.","21.04.2021, 15:38"
Επιμένει η ΓΣΕΕ στην «απεργία» της," Ενώ Εργατικό Κέντρο Αθήνας και ΑΔΕΔΥ προσχωρούν στην πρωτομαγιάτικη απεργία της 6ης Μάη, μαζί με δεκάδες άλλα συνδικάτα, η γενική συνομοσπονδία ανακοινώνει τις διεκδικήσεις της απεργίας της 4ης Μάη, που η...","21.04.2021, 10:40"
Σ.Φ.Ε.Α.: 54 χρόνια μετά την 21η Απρίλη του 1967, Κείμενο του Συλλόγου Φυλακισθέντων και Εξορισθέντων Αντιστασιακών 1967 - 1974 (Σ.Φ.Ε.Α.) με αφορμή τη θλιβερή επέτειο από το πραξικόπημα.,"21.04.2021, 09:42"
Μ-Λ ΚΚΕ: Συγκέντρωση μνήμης και τιμής στο Κάστρο του Υμηττού την Κυριακή 25/4," Τιμώντας την ηρωική αντίσταση και θυσία των τριών ΕΠΟΝιτών, του Δημήτρη Αυγέρη, του Κώστα Φολτόπουλου και του Θάνου Κιοκμενίδη, η Κ.Ο. Ανατολικών Συνοικιών του Μ-Λ ΚΚΕ διοργανώνει συγκέντρωση στην πλατεία...","20.04.2021, 23:50"
Σε πορεία προς το συνέδριο το ΜέΡΑ25," Η Κ.Ε. του ΜέΡΑ25 συνεδρίασε το προηγούμενο Σαββατοκύριακο (17-18 Απριλίου) με βασικό θέμα τις πανευρωπαϊκές πολιτικές για την υγεία, την οικονομία, το περιβάλλον και την ειρήνη και άνοιξε τον δρόμο για το...","20.04.2021, 11:53"
«Ο κ. Μητσοτάκης εξοφλεί γραμμάτια για την καταστρατήγηση εργασιακών δικαιωμάτων»," Επίθεση στην κυβέρνηση για το νομοσχέδιο - «οδοστρωτήρα» στα εργασιακά εξαπέλυσε η Φώφη Γεννηματά, μιλώντας σε παραγωγικούς φορείς της Θεσσαλονίκης στο πλαίσιο της ψηφιακής περιοδείας του Κινήματος Αλλαγής.","19.04.2021, 21:17"
Ζητά να ανοίξουν άμεσα οι Ακαδημίες Εμπορικού Ναυτικού (ΑΕΝ)," Περισσότερο από ένα χρόνο παραμένουν κλειστές οι Ακαδημίες Εμπορικού Ναυτικού (ΑΕΝ) λόγω της πανδημίας, οι σπουδαστές κάνουν μαθήματα μέσω τηλεκπαίδευσης και διαμορφώνεται ένα βαθιά προβληματικό σκηνικό.","19.04.2021, 06:00"
Σε ένα μέρος μοναχικό, Ο ελεύθερος άνθρωπος έχει την ικανότητα να μπλοκάρει το συναίσθημά του προκειμένου να υπερβεί την ανάγκη του για εγγύτητα και συντροφικότητα.,"18.04.2021, 15:06"
Σκέψεις για την τέχνη της επόμενης μέρας (β' μέρος), Αρχίζει να υπάρχει όλο και πιο έντονα ένας προβληματισμός και μια συζήτηση από τη μεριά των ανθρώπων του θεάτρου για το πώς θα είναι η επόμενη μέρα του.,"18.04.2021, 10:46"
«Τρέμω μη στερηθώ το δώρο της διάκρισης»," Ο Δημήτρης Ζερβουδάκης, ένας από τους σημαντικότερους τραγουδοποιούς των τελευταίων δεκαετιών, μας μιλά με αφορμή τον δίσκο «Του τρελού η ανάσα»","18.04.2021, 10:20"
Ηλιόπουλος: Επικίνδυνη η Ν.Δ. – κεντρική η μάχη για το 8ωρο," Ο εκπρόσωπος Τύπου του ΣΥΡΙΖΑ-ΠΣ εστίασε στο θέμα της πανδημίας, αλλά και στο νέο εργασιακό νομοσχέδιο που προωθεί η κυβέρνηση, το οποίο μεταξύ άλλων προβλέπει ουσιαστικά την κατάργηση του 8ωρου. ","17.04.2021, 17:25"
Βαρουφάκης: Το εργασιακό νομοσχέδιο του Κ. Χατζηδάκη επαναφέρει το δόγμα του σοκ," Κριτική στο νομοσχέδιο του Κ. Χατζηδάκη που θίγει το οκτάωρο εργασίας αλλά και την πολιτική διαχείρισης της πανδημίας όχι μόνο στην Ελλάδα αλλά και ευρωπαϊκά, άσκησε ο Γ. Βαρουφάκης κατά τη συνεδρίαση της Κ.Ε....","17.04.2021, 17:00"
ΣΥΡΙΖΑ: Η κυβέρνηση Μητσοτάκη οδηγεί σε ανεξέλεγκτες απολύσεις," «Η κυβέρνηση έχει κηρύξει πόλεμο στους εργαζομένους και στα θεμελιώδη δημοκρατικά και κοινωνικά τους δικαιώματα», σημειώνει η τομεάρχης Εργασίας του ΣΥΡΙΖΑ-ΠΣ, Μαριλίζα Ξενογιαννακοπούλου.","16.04.2021, 12:39"
Πώς έγινε... άνθρακες ο «χρυσός» του Πρίνου;," Σε δεινή θέση βρίσκεται η εταιρεία Energean Kavala που εξαρτάται από δάνειο 100 εκατ. ευρώ με εγγύηση του Δημοσίου, ενώ παραμένουν τα ερωτήματα σχετικά με την χρηματοδότησή της.","16.04.2021, 12:13"
Επανεκκίνηση οικονομίας," Ο φαύλος κύκλος του χρέους δεν πρόκειται να σπάσει με επιστρεπτέες προκαταβολές, με «παγώματα» και «κουρέματα» χωρίς αξιοπρεπείς μισθούς, εργασιακή ασφάλεια και αξιοπρέπεια.","15.04.2021, 16:00"
